movie_title,username,rating,review_text,processed_text,reference_label,label_annotator_a,label_annotator_b,final_label,label_notes
Chị Dâu,Duyanh2003,9,"Phim rất chân thực, ý nghĩa, và cảm động","phim rất chân thực, ý nghĩa, và cảm động",4,2,2,2,full_agreement
Chị Dâu,Huỳnh Thúy Vy,9,"9/10 á, hài bi đều okla á! Diễn viên thì ko có dì để chê òi.","9 10 á, hài bi đều okla á! diễn viên thì ko có dì để chê òi.",4,2,2,2,full_agreement
Chị Dâu,nguyễn thị hồng nhung,10,"rất hay ,.rất đáng để xem , mọi ng nên xem nhé ,","rất hay ,.rất đáng để xem , mọi ng nên xem nhé ,",4,2,2,2,full_agreement
Chị Dâu,Nguyễn Huy,10,Rất hay nhaaa,rất hay nhaaa,4,2,2,2,full_agreement
Chị Dâu,Vo Xuan Luu,10,"Không xem trailer gì cả, chốt phát một đi xem và rất mãn nhãn. Phim hay vui sâu sắc.","không xem trailer gì cả, chốt phát một đi xem và rất mãn nhãn. phim hay vui sâu sắc.",4,2,2,2,full_agreement
Chị Dâu,Nguyễn Hoàng Tuấn,10,"Phim hay cực kì, đáng xem nha mng","phim hay cực kì, đáng xem nha mng",4,2,2,2,full_agreement
Chị Dâu,Phượng,8,Khóc sưng mắt,khóc sưng mắt,3,2,2,2,full_agreement
Chị Dâu,845510259124422,8,"+ Nội dung sâu sắc
+ Hông Đào Xuất sắc",nội dung sâu sắc hông đào xuất sắc,3,2,2,2,full_agreement
Chị Dâu,Quangthuan,10,"Phim hay, truyền cảm xúc rất tốt, việt nam rất cần những bộ phim đầu tư kịch bản thế này, dàn DV quá đỉnh","phim hay, truyền cảm xúc rất tốt, việt nam rất cần những bộ phim đầu tư kịch bản thế này, dàn dv quá đỉnh",4,2,2,2,full_agreement
Chị Dâu,Phan Thị Thanh Huyền,10,"Phim siêu hay, thực tế. Vừa hài vừa cảm động, mn nên xem nha","phim siêu hay, thực tế. vừa hài vừa cảm động, mn nên xem nha",4,2,2,2,full_agreement
Chị Dâu,Tô Mai Tuấn Anh,10,Tôi khóc rồi đó! Mấy người hài lòng chưa?,tôi khóc rồi đó! mấy người hài lòng chưa?,4,2,2,2,full_agreement
Chị Dâu,VÕ NGUYỄN QUỐC KHÁNH,10,100đ tuyệt vời,100đ tuyệt vời,4,2,2,2,full_agreement
Chị Dâu,Vothao21,10,"Hay và ý nghia , xúc động lắm luôn","hay và ý nghia , xúc động lắm luôn",4,2,2,2,full_agreement
Chị Dâu,Hoàng Thị Diệu Hiền,10,"1000000000000điểm, câu chuyện thấm và kể rất hay","1000000000000điểm, câu chuyện thấm và kể rất hay",4,2,2,2,full_agreement
Kính Vạn Hoa: Bắt Đền Con Ma,IAMOLD,10,"they use comedy to compensate for the lack of innocent in this rendition of the characters.
.
Still, I think it's a good watch","they use comedy to compensate for the lack of innocent in this rendition of the characters. . still, i think it's a good watch",4,2,2,2,full_agreement
Kính Vạn Hoa: Bắt Đền Con Ma,Trương Thúy Ngọc,10,"Tôi rất thích những bộ phim về tình bạn, ngày xưa -hiện tại như thế. Bộ phim làm tôi xao xuyến trước những hành động cũng như tính cách của Quý haha","tôi rất thích những bộ phim về tình bạn, ngày xưa -hiện tại như thế. bộ phim làm tôi xao xuyến trước những hành động cũng như tính cách của quý haha",4,2,2,2,full_agreement
Kính Vạn Hoa: Bắt Đền Con Ma,Nguyen Huu Phuong,9,"Phim có nhiều chỗ bị sạn, nhưng là 1 bộ phim rất hay và cảm động về tình bạn. Đáng xem!","phim có nhiều chỗ bị sạn, nhưng là 1 bộ phim rất hay và cảm động về tình bạn. đáng xem!",4,2,2,2,full_agreement
404 Chạy Ngay Đi,boizbarista,3,Quá tệ so với trailer,quá tệ so với trailer,1,0,0,0,full_agreement
404 Chạy Ngay Đi,nhung,10,"rất sợ , rất hay . tuyệt vời ạ .  xin cam ơn .hiihihi","rất sợ , rất hay . tuyệt vời ạ . xin cam ơn .hiihihi",4,2,2,2,full_agreement
404 Chạy Ngay Đi,Nganhoanghai,10,Cười nội thương,cười nội thương,4,2,2,2,full_agreement
404 Chạy Ngay Đi,Hoanglongz,9,Phim ma nhưng hài vãi nhái,phim ma nhưng hài vãi nhái,4,2,2,2,full_agreement
404 Chạy Ngay Đi,Quin,3,Phim chán h,phim chán h,1,0,0,0,full_agreement
404 Chạy Ngay Đi,Hoàng Đức Hiếu,10,Rất rất hay,rất rất hay,4,2,2,2,full_agreement
404 Chạy Ngay Đi,Đoàn minh nhật,10,"Phim hay và hài, cảm động","phim hay và hài, cảm động",4,2,2,2,full_agreement
404 Chạy Ngay Đi,Nguyễn Thị Thu Hằng,10,Phim ma mà hài rất vui,phim ma mà hài rất vui,4,2,2,2,full_agreement
404 Chạy Ngay Đi,Anh Thái,7,"Phim cái kết không được Okiii cho lắm, kiểu như  cô giáo ra câu hỏi mà không có ai giải được phải để cho người ra đề bài rồi tự giải luôn á. Phim có cười như sợ cười lẫn lộn cảm giác chưa đủ đô cho lắm. Nghe mn review hay lắm nên đi xem mà xem xong cảm giác hơi hụt hẫng","phim cái kết không được okiii cho lắm, kiểu như cô giáo ra câu hỏi mà không có ai giải được phải để cho người ra đề bài rồi tự giải luôn á. phim có cười như sợ cười lẫn lộn cảm giác chưa đủ đô cho lắm. nghe mn review hay lắm nên đi xem mà xem xong cảm giác hơi hụt hẫng",3,2,2,2,full_agreement
404 Chạy Ngay Đi,anhphuonggg,10,"Hay, hài,sợ,lãng mạn,rật mình","hay, hài,sợ,lãng mạn,rật mình",4,2,2,2,full_agreement
404 Chạy Ngay Đi,Nguyễn Ngọc Tuyển,9,Vừa hài vừa sợ,vừa hài vừa sợ,4,2,2,2,full_agreement
404 Chạy Ngay Đi,Võ phi tòng,10,Phim hay vuii nhộm hài hước cười không ngậm đc mồn . Thể loại kinh dị nhưng không gây ám ảnh . Phim rất đáng xem 10₫,phim hay vuii nhộm hài hước cười không ngậm đc mồn . thể loại kinh dị nhưng không gây ám ảnh . phim rất đáng xem 10,4,2,2,2,full_agreement
404 Chạy Ngay Đi,Nhatvi774,10,"hong biết mng sao chứ em tưởng k hay em đi coi đại xong dô ta nói á hỡ nó hay bà nội ơi ,nên đii coii nha mấy ông mấy bà khúc đầu cười xĩu có cảm động nữa🥹","hong biết mng sao chứ em tưởng k hay em đi coi đại xong dô ta nói á hỡ nó hay bà nội ơi ,nên đii coii nha mấy ông mấy bà khúc đầu cười xĩu có cảm động nữa",4,2,2,2,full_agreement
404 Chạy Ngay Đi,Lưu Trần Thu Hà,10,"Phim hay, ý nghĩaaa","phim hay, ý nghĩaaa",4,2,2,2,full_agreement
404 Chạy Ngay Đi,caohuy68g1,10,Phim này vui hai rất cuốn,phim này vui hai rất cuốn,4,2,2,2,full_agreement
404 Chạy Ngay Đi,Trương thị nhung,10,"Hay, đáng xem","hay, đáng xem",4,2,2,2,full_agreement
404 Chạy Ngay Đi,0375457623,9,Rất mắc cười,rất mắc cười,4,2,2,2,full_agreement
404 Chạy Ngay Đi,Hoàng Thu Thuỷ,10,Phim hài 1 thì sub hài 10 ông cố ơi ông cố🤣,phim hài 1 thì sub hài 10 ông cố ơi ông cố,4,2,2,2,full_agreement
404 Chạy Ngay Đi,NGUYỄN THANH TÙNG,9,Phim hay… diễn viên lòng tiếng vui nhộn… vừa sợ vài hài hước,phim hay... diễn viên lòng tiếng vui nhộn... vừa sợ vài hài hước,4,2,2,2,full_agreement
Lâu Đài Bay Của Pháp Sư Howl,VLynd,8,"Màu phim, nét vẽ đẹp xuất sắc, cốt truyện được xây dựng thú vị, thông điệp hay: lan toả tình yêu thương, sự chân thành có thể cứu rỗi chứ không phải là bom đạn của chiến tranh. Để cảm nhận phần âm nhạc khi xem phim, nên đeo tai nghe hoặc dùng loa xịn.","màu phim, nét vẽ đẹp xuất sắc, cốt truyện được xây dựng thú vị, thông điệp hay: lan toả tình yêu thương, sự chân thành có thể cứu rỗi chứ không phải là bom đạn của chiến tranh. để cảm nhận phần âm nhạc khi xem phim, nên đeo tai nghe hoặc dùng loa xịn.",3,2,2,2,full_agreement
Thần Dược,Hạnh Trương,9,Phim tốt nhất trong dòng body horror đã từng coi. Kịch tính. Ngoạn mục. Cảm xúc,phim tốt nhất trong dòng body horror đã từng coi. kịch tính. ngoạn mục. cảm xúc,4,2,2,2,full_agreement
Thần Dược,Nguyễn Thị Ngọc Quyền,10,"phim khá hay, đỉnh nóc kịch trần, kết máu me như vòi rồng 🐉🤣","phim khá hay, đỉnh nóc kịch trần, kết máu me như vòi rồng",4,2,2,2,full_agreement
Thần Dược,IAMOLD,10,What's worth a second chance when you just gonna do the same thing again?,what's worth a second chance when you just gonna do the same thing again?,4,2,2,2,full_agreement
Thần Dược,ericxu,9,"BEST HORROR OF THE YEARRRRRRRRRRRRR!!!!!!!!!!! 

Tui fan Demi Moore nên đã đi xem ở liên hoan phim, nó gớm nó đã xỉu luôn á. Thật sự phim cult từ 1 đạo diễn nữ thì thật sự nó quá đỉnh rồi, slay nha hihi","best horror of the yearrrrrrrrrrrrr!!!!!!!!!!! tui fan demi moore nên đã đi xem ở liên hoan phim, nó gớm nó đã xỉu luôn á. thật sự phim cult từ 1 đạo diễn nữ thì thật sự nó quá đỉnh rồi, slay nha hihi",4,2,2,2,full_agreement
Thiên Đường Quả Báo,beBoday,10,"Chờ phim 3 tháng cuối cùng cũng được coi nhưng phim vượt ngoài mong đợi, đặc biệt còn không cắt ảnh làm mình vừa vui vừa bất ngờ. Hay từ phim đến nhạc phim do Jeff tự sáng tác sáng với hát luôn mà cuối phim mới được nghe, ai chưa coi thì coi liền chứ hay quá kh tả nỗi í, lụy mấy nay ước quay lại buổi chiếu phim sớm để đi coi còn được nhận Gift, hụt mất tiếc xỉu.","chờ phim 3 tháng cuối cùng cũng được coi nhưng phim vượt ngoài mong đợi, đặc biệt còn không cắt ảnh làm mình vừa vui vừa bất ngờ. hay từ phim đến nhạc phim do jeff tự sáng tác sáng với hát luôn mà cuối phim mới được nghe, ai chưa coi thì coi liền chứ hay quá kh tả nỗi í, luỵ mấy nay ước quay lại buổi chiếu phim sớm để đi coi còn được nhận gift, hụt mất tiếc xỉu.",4,2,2,2,full_agreement
Thiên Đường Quả Báo,ericxu,9,"Lúc đầu ra rạp vì còn dư voucher, ai dè phim nó hay và nó đã... dù kết buồn nhưng tổng thể phim làm rất cuốn, và bi kịch cũng rất chạm vào cảm xúc của khán giả. Chưa xuất sắc nhưng những gì phim mang lại thật sự rất đáng.","lúc đầu ra rạp vì còn dư voucher, ai dè phim nó hay và nó đã... dù kết buồn nhưng tổng thể phim làm rất cuốn, và bi kịch cũng rất chạm vào cảm xúc của khán giả. chưa xuất sắc nhưng những gì phim mang lại thật sự rất đáng.",4,2,2,2,full_agreement
Đôi Bạn Học Yêu,Phan Van Thanh,3,nội dung xàm quá,nội dung xàm quá,1,0,0,0,full_agreement
Đôi Bạn Học Yêu,uttuanit,1,"Phim nhạt nhẽo, chán","phim nhạt nhẽo, chán",0,0,0,0,full_agreement
Đôi Bạn Học Yêu,Do Duc Hieu,10,"Hay nha, có bạn thân dẫn đi xem là tuyệt","hay nha, có bạn thân dẫn đi xem là tuyệt",4,2,2,2,full_agreement
Ai Oán Trong Vườn Xuân,pheo1104,4,Phim dở :)). Coi tốn 2 tiếng. Kịch bản dễ đoán,phim dở : . coi tốn 2 tiếng. kịch bản dễ đoán,1,0,0,0,full_agreement
Red One: Mật Mã Đỏ,leconghuyhoang,6,Đánh giá: 66/100,đánh giá: 66 100,2,1,1,1,full_agreement
Red One: Mật Mã Đỏ,Leo86,7,"Xem được, ko hay bằng các phim Giáng Sinh mọi năm nhưng cũng tạm ok","xem được, ko hay bằng các phim giáng sinh mọi năm nhưng cũng tạm ok",3,2,2,2,full_agreement
Red One: Mật Mã Đỏ,chrisla2503,8,"Tiết tấu nhịp phim hài hòa, hành động đã mắt, thông điệp đơn giản dễ hiểu","tiết tấu nhịp phim hài hoà, hành động đã mắt, thông điệp đơn giản dễ hiểu",3,2,2,2,full_agreement
Red One: Mật Mã Đỏ,Chankimah,10,"Kịch bản hay, kỹ xảo đẹp, Chris thì đẹp zai 🤤 đoạn đầu hơi buồn ngủ tí","kịch bản hay, kỹ xảo đẹp, chris thì đẹp zai đoạn đầu hơi buồn ngủ tí",4,2,2,2,full_agreement
Red One: Mật Mã Đỏ,IAMOLD,8,"A fun ride, but a bit short","a fun ride, but a bit short",3,2,2,2,full_agreement
Red One: Mật Mã Đỏ,Trương Thị Hoài Thương,10,"Phim cực hay, dàn dựng công phu, không chê vào đâu được, nội dung ý nghĩa, nhân văn. Một bộ phim đáng để xem.","phim cực hay, dàn dựng công phu, không chê vào đâu được, nội dung ý nghĩa, nhân văn. một bộ phim đáng để xem.",4,2,2,2,full_agreement
Red One: Mật Mã Đỏ,Đặng Minh Quang,9,Vì không có wonder woman,vì không có wonder woman,4,2,2,2,full_agreement
Cười Xuyên Biên Giới,Tungkissme,1,"Dở quá. Quá ít để cười.
Làm ơn chiếu nhập ít phim Hàn nhảm kiểu này lại",dở quá. quá ít để cười. làm ơn chiếu nhập ít phim hàn nhảm kiểu này lại,0,0,0,0,full_agreement
Cười Xuyên Biên Giới,Lương Bích Ngọc,10,"Rất hay, nên xem","rất hay, nên xem",4,2,2,2,full_agreement
Cười Xuyên Biên Giới,Kieetj,1,"Phim vui nhẹ, thiếu cao trào nội dung đơn điệu, dễ đoán. KMT lồng dỡ","phim vui nhẹ, thiếu cao trào nội dung đơn điệu, dễ đoán. kmt lồng dỡ",0,0,0,0,full_agreement
Cười Xuyên Biên Giới,IAMOLD,7,"most joke didn't land, but I had fun","most joke didn't land, but i had fun",3,2,2,2,full_agreement
Cười Xuyên Biên Giới,Phạm quốc việt,4,"không đặc sắc lắm, bộ phim hơi nhảm vậy mà được mọi người khen ngợi nức nở","không đặc sắc lắm, bộ phim hơi nhảm vậy mà được mọi người khen ngợi nức nở",1,0,0,0,full_agreement
Cười Xuyên Biên Giới,Hoàng Cường,5,kịch bản dễ đoán quá,kịch bản dễ đoán quá,2,1,1,1,full_agreement
Cười Xuyên Biên Giới,Đỗ Thị Nguyễn,8,Phim hay nhưng k thích lồng tiếng việt mất hay của bộ phim,phim hay nhưng k thích lồng tiếng việt mất hay của bộ phim,3,2,2,2,full_agreement
Cười Xuyên Biên Giới,Nguyễn Thị Huyền Trang,5,"Nội dung tàm tạm, diễn viên diễn lố lố nên không thích lắm.
Cảm động thì không tới, mấy khúc hài thì nó bị vô duyên á","nội dung tàm tạm, diễn viên diễn lố lố nên không thích lắm. cảm động thì không tới, mấy khúc hài thì nó bị vô duyên á",2,1,1,1,full_agreement
Cười Xuyên Biên Giới,Trần Thanh tai,9,Rất hài hước và hay,rất hài hước và hay,4,2,2,2,full_agreement
Cười Xuyên Biên Giới,Trương thị nga,9,"Phim hay lắm mọi người  , đáng để xem","phim hay lắm mọi người , đáng để xem",4,2,2,2,full_agreement
Cười Xuyên Biên Giới,Nguyễn Văn Thịnh,9,ok xem đi hay nhé,ok xem đi hay nhé,4,2,2,2,full_agreement
Cười Xuyên Biên Giới,Hồng Anh,10,"Rất rất là thú vị, mang đến những tiếng cười thoải mái. Những ai cần những tiếng cười thoải mái, xả stress thì nên xem","rất rất là thú vị, mang đến những tiếng cười thoải mái. những ai cần những tiếng cười thoải mái, xả stress thì nên xem",4,2,2,2,full_agreement
Cười Xuyên Biên Giới,Huỳnh Văn Hậu,10,rất hài lòng,rất hài lòng,4,2,2,2,full_agreement
Cười Xuyên Biên Giới,Kim Thoa,8,Phim có ý nghĩa nhưng không quá cười,phim có ý nghĩa nhưng không quá cười,3,2,2,2,full_agreement
Cười Xuyên Biên Giới,VoDucTri744,9,"Phim hài từ đấu đến cuối,xúc động tuy nhiên về nội dung chưa làm t thỏa mãn lắm 9/10 là ok rồi","phim hài từ đấu đến cuối,xúc động tuy nhiên về nội dung chưa làm t thoả mãn lắm 9 10 là ok rồi",4,2,2,2,full_agreement
Ngày Ta Đã Yêu,Lý thị Phương Ánh,9,"Có chút băn khoăn vế tựa phim dịch ra tiếng Việt, vì chữ We Live In Time sâu hơn. Về nội dung, cách xây dựng một phim về ""bệnh hiểm nghèo"" đủ ""nặng lòng"" nhưng không bi lụy. Vai nữ diễn xuất quá hay, vừa đủ cho một người ""bình thường"" với đủ cái tôi và tình yêu dành cho chồng và con. Vai nam- người sống ở lại- chưa lột tả hết nỗi đau và sự bất lực.  Tổng thể: phim hay, đáng xem. Cảm ơn bộ phim (bao gồm biên kịch, đạo diễn, diễn viên,...)","có chút băn khoăn vế tựa phim dịch ra tiếng việt, vì chữ we live in time sâu hơn. về nội dung, cách xây dựng một phim về ""bệnh hiểm nghèo"" đủ ""nặng lòng"" nhưng không bi luỵ. vai nữ diễn xuất quá hay, vừa đủ cho một người ""bình thường"" với đủ cái tôi và tình yêu dành cho chồng và con. vai nam- người sống ở lại- chưa lột tả hết nỗi đau và sự bất lực. tổng thể: phim hay, đáng xem. cảm ơn bộ phim bao gồm biên kịch, đạo diễn, diễn viên,...",4,2,2,2,full_agreement
Ngày Ta Đã Yêu,IAMOLD,10,"his ascend, her downfall
yet love stay the same","his ascend, her downfall yet love stay the same",4,2,2,2,full_agreement
Ngày Ta Đã Yêu,ericxu,9,"Rất buồn, rất sâu đắng và rất nhẹ nhàng.... 

Nhịp phim không quá chậm nhưng cũng không nhanh, diễn biến rất nhẹ nhàng và chạm được cảm xúc của khán giả, đặc biệt đoạn cuối khi bé gái thoát lên câu Bye Mommy thì cũng là lúc cả rạp cùng ngập tràn trong nước mắt; cảm thấy phim làm về đề tài tình yêu và bệnh ung thư có thể không hợp đối với 1 số người, nhưng xem xong khiến mình cảm thấy yêu đời và yêu quý mọi người bên cạch hơn.","rất buồn, rất sâu đắng và rất nhẹ nhàng.... nhịp phim không quá chậm nhưng cũng không nhanh, diễn biến rất nhẹ nhàng và chạm được cảm xúc của khán giả, đặc biệt đoạn cuối khi bé gái thoát lên câu bye mommy thì cũng là lúc cả rạp cùng ngập tràn trong nước mắt; cảm thấy phim làm về đề tài tình yêu và bệnh ung thư có thể không hợp đối với 1 số người, nhưng xem xong khiến mình cảm thấy yêu đời và yêu quý mọi người bên cạch hơn.",4,2,2,2,full_agreement
Hồn Ma Theo Đuổi,ericxu,10,"Ê sợ nha, nhiều năm vậy rồi nhưng xem vẫn rén =))))","ê sợ nha, nhiều năm vậy rồi nhưng xem vẫn rén",4,2,2,2,full_agreement
Võ Sĩ Giác Đấu 2,Tungkissme,10,Thấy tội nghiệp cho một phim bom tấn kiểu này mà lại bị đè đầu cưỡi cổ giờ chiếu bởi mấy phim Hàn nhảm,thấy tội nghiệp cho một phim bom tấn kiểu này mà lại bị đè đầu cưỡi cổ giờ chiếu bởi mấy phim hàn nhảm,4,2,2,2,full_agreement
Võ Sĩ Giác Đấu 2,IAMOLD,10,"It's a bit fast pace, probably need a director cut, but still a fun ride","it's a bit fast pace, probably need a director cut, but still a fun ride",4,2,2,2,full_agreement
Cu Li Không Bao Giờ Khóc,kimchanvu,10,"Tuyệt vời, huhu phim tuyệt lắm, cảm ơn nhà làm phim đã mang đến trải nghiệm đầy suy tư này cho toii","tuyệt vời, huhu phim tuyệt lắm, cảm ơn nhà làm phim đã mang đến trải nghiệm đầy suy tư này cho toii",4,2,2,2,full_agreement
Cu Li Không Bao Giờ Khóc,IAMOLD,9,"A message for you, and it's about hope
.
but should you read it?","a message for you, and it's about hope . but should you read it?",4,2,2,2,full_agreement
Cu Li Không Bao Giờ Khóc,Lê Quang Lộc,10,"Hình ảnh đẹp, tận dụng được tiềm năng và thế mạnh của chất liệu phim đen trắng để kể những ý đồ đáng suy ngẫm.","hình ảnh đẹp, tận dụng được tiềm năng và thế mạnh của chất liệu phim đen trắng để kể những ý đồ đáng suy ngẫm.",4,2,2,2,full_agreement
Cu Li Không Bao Giờ Khóc,bluedaisy3105,9,Phim đen trắng là một trải nghiệm đặc biệt lạ lùng tuyệt vời vào thời điểm ô nhiễm màu sắc ánh sáng hiện nay. Dễ xem và cảm động.,phim đen trắng là một trải nghiệm đặc biệt lạ lùng tuyệt vời vào thời điểm ô nhiễm màu sắc ánh sáng hiện nay. dễ xem và cảm động.,4,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Nguyễn Hà My,10,coi rất cuốn,coi rất cuốn,4,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,ĐOÀN NGỌC,7,"Phim kinh dị nhưng chưa đủ kinh dị,phim hơi nhàm","phim kinh dị nhưng chưa đủ kinh dị,phim hơi nhàm",3,1,2,2,resolved_by_rating
Linh Miêu: Quỷ Nhập Tràng,Lê Tú Anh,8,Vì có Thuỷ Tiên và chị ấy diễn cũng đạt nữa,vì có thuỷ tiên và chị ấy diễn cũng đạt nữa,3,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Lưu Đức Thái,8,"Phim có cốt chuyện, có nội dung tuy nhiên tình huống phim chưa sâu, 1 số phân cảnh chuyển cảnh nhanh quá nên hơi khóc hình dung cho người xem. Phim ma mà cũng không thấy sợ gì mấy. Dàn diễn đóng cũng chưa có tâm lý nhân vật sâu. Tuy nhiên với phim ma việt nam như vậy là cũng có lời khen rồi.","phim có cốt chuyện, có nội dung tuy nhiên tình huống phim chưa sâu, 1 số phân cảnh chuyển cảnh nhanh quá nên hơi khóc hình dung cho người xem. phim ma mà cũng không thấy sợ gì mấy. dàn diễn đóng cũng chưa có tâm lý nhân vật sâu. tuy nhiên với phim ma việt nam như vậy là cũng có lời khen rồi.",3,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,black13,7,"Đánh giá tổng thể thì 7/10. Có nhiều tình tiết kinh dị nhưng chưa đến đỉnh điểm. Sử dụng nhiều kĩ xảo quá nên không chân thực bằng Ma Da. Có cốt truyện, hiểu được nội dung. Quỷ nhập tràng là quỉ đói mà không có nhiêu cảnh cắn hút máu hay ăn uống nhồm nhàm của dòng quỉ đói. Đoạn cuối nên thêm combat thì hay hơn.","đánh giá tổng thể thì 7 10. có nhiều tình tiết kinh dị nhưng chưa đến đỉnh điểm. sử dụng nhiều kĩ xảo quá nên không chân thực bằng ma da. có cốt truyện, hiểu được nội dung. quỷ nhập tràng là quỉ đói mà không có nhiêu cảnh cắn hút máu hay ăn uống nhồm nhàm của dòng quỉ đói. đoạn cuối nên thêm combat thì hay hơn.",3,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Nguyễn Hoàng Long,1,"Bình thường,ghép dở","bình thường,ghép dở",0,0,0,0,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Trần thị lệ Xuân,10,phim coi kh sợ nhưng nghe tiếng thì sợ,phim coi kh sợ nhưng nghe tiếng thì sợ,4,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Lê Tử Nam,10,"Rất hay, nhiều cảnh quay đặc sắc.HH Thùy Tiên lần đầu tiên diễn xuất diễn rất đạt và tròn vai","rất hay, nhiều cảnh quay đặc sắc.hh thuỳ tiên lần đầu tiên diễn xuất diễn rất đạt và tròn vai",4,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Thanh Ngân,8,"tình tiết hấp dẫn, chị Tiên diễn hay","tình tiết hấp dẫn, chị tiên diễn hay",3,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,KenXT136,10,"Phim hay, cuốn, xem không rời mắt","phim hay, cuốn, xem không rời mắt",4,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Nguyễn Đăng Trường Sơn,8,chưa đủ kinh dị,chưa đủ kinh dị,3,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Kapevole,10,"Vừa sợ vừa vui, dẫn ny theo vừa xem phim vừa nắm tay nhau vì sợ cũng thích lắm. Drama ngập họng luôn","vừa sợ vừa vui, dẫn ny theo vừa xem phim vừa nắm tay nhau vì sợ cũng thích lắm. drama ngập họng luôn",4,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Võ Anh Tiến,1,"phim dở, cốt phim rời rạc, diễn viên dở","phim dở, cốt phim rời rạc, diễn viên dở",0,0,0,0,full_agreement
Linh Miêu: Quỷ Nhập Tràng,0389211686,7,Hơi nhạt hơn so với Quỷ Cẩu,hơi nhạt hơn so với quỷ cẩu,3,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Đoàn Hồ Nhật Nam,9,"phim hay, nên xem, có Hoa Hậu Thùy Tiên.
Chị ấy ốm ốm vậy thôi, chơ mạnh lắm","phim hay, nên xem, có hoa hậu thuỳ tiên. chị ấy ốm ốm vậy thôi, chơ mạnh lắm",4,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Lê Quỳnh Trang,7,"Cũng cũng. Bà nọi Thiên An diễn hơi khó chịu, bạn đóng vai mợ cả ổn","cũng cũng. bà nọi thiên an diễn hơi khó chịu, bạn đóng vai mợ cả ổn",3,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,Nguyễn Gia Bảo,1,Phim HAY lắm nha mọi người,phim hay lắm nha mọi người,0,0,0,0,full_agreement
Linh Miêu: Quỷ Nhập Tràng,miduynph,7,"Điểm cộng:
- Bối cảnh, phục trang, màu phim được xây dựng chỉn chu, lồng ghép văn hoá truyền thống tạo nên bầu không khí đậm chất Huế xưa nhưng cũng đầy u ám, quỷ dị.
- Câu chuyện có tiềm năng, gây tò mò cho người xem, đan xen plot twist khá bất ngờ, tăng phần đen tối, ma mị.
- Yếu tố tâm linh được khai thác từ đầu đến cuối, đáp ứng nhu cầu của khán giả, tuy nhiên chỉ đủ để hù doạ chứ chưa thật sự gớm ghiếc.

Điểm trừ:
- Phần lớn nhân vật không có sự phát triển sâu, một màu xuyên suốt phim, thậm chí dù ít nhân vật nhưng vẫn có sự thừa thải trong vai trò của họ.
- CGI giả trân, có thể nói tốt hơn Quỷ Cẩu nhưng vẫn ở mức tệ làm tụt mood sợ hãi của người xem.
- Cách kể chuyện hồi tưởng khá nhiều nên về cuối diễn biến bị khựng lại trở nên dài dòng dù đang trong cao trào.","điểm cộng: - bối cảnh, phục trang, màu phim được xây dựng chỉn chu, lồng ghép văn hoá truyền thống tạo nên bầu không khí đậm chất huế xưa nhưng cũng đầy u ám, quỷ dị. - câu chuyện có tiềm năng, gây tò mò cho người xem, đan xen plot twist khá bất ngờ, tăng phần đen tối, ma mị. - yếu tố tâm linh được khai thác từ đầu đến cuối, đáp ứng nhu cầu của khán giả, tuy nhiên chỉ đủ để hù doạ chứ chưa thật sự gớm ghiếc. điểm trừ: - phần lớn nhân vật không có sự phát triển sâu, một màu xuyên suốt phim, thậm chí dù ít nhân vật nhưng vẫn có sự thừa thải trong vai trò của họ. - cgi giả trân, có thể nói tốt hơn quỷ cẩu nhưng vẫn ở mức tệ làm tụt mood sợ hãi của người xem. - cách kể chuyện hồi tưởng khá nhiều nên về cuối diễn biến bị khựng lại trở nên dài dòng dù đang trong cao trào.",3,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,IAMOLD,9,"There should be more bread crumps for the audience to figure out the twist like Quỷ Cẩu, but this is a solid entry","there should be more bread crumps for the audience to figure out the twist like quỷ cẩu, but this is a solid entry",4,2,2,2,full_agreement
Linh Miêu: Quỷ Nhập Tràng,cocam29,1,"Điểm trừ: Nhạt, nhảm, lòng vòng, vô lí, kĩ xảo 3 xu
Điểm cộng: Thùy Tiên đóng hay
Tổng kết: 3/10","điểm trừ: nhạt, nhảm, lòng vòng, vô lí, kĩ xảo 3 xu điểm cộng: thuỳ tiên đóng hay tổng kết: 3 10",0,0,0,0,full_agreement
